,category,news_link,news
43,political,https://en.setopati.com/political/161336,"
The proposal of Bam Dev Gautam, who has formed CPN (Unity National Campaign), to rejoin CPN-UML has got stuck.
Gautam, who seems enthusiastic after the main opposition party removed the age limit of 70 years for executive committees, had reached UML office Chyasal and met Chairman KP Sharma Oli on June 18 and expressed his wish to rejoin the party.
Gautam, who has claimed that he can help UML expand its party membership to six million, had also briefed Oli about his preliminary concept of achieving socialism with Nepali characteristics during the meeting.
But UML seems lukewarm to his proposal. “I had gone with the proposal of unification. I had cordial and open talks with Oli. He had said that we should unite, and invited me,” Gautam told Setopati. “But they have not got back to me now. They have not even called me.”
He stated that he had told Oli that he would return with party cadres and asked what role he would be given. “But he did not give solid answers. He only said I should join the party. He said that he alone could not give responsibilities and party committees should take decision. We have not had additional discussion after that.”
There were also talks about him joining the Socialist Front announced by CPN (Maoist Center), CPN (Unified Socialist), Janata Samajwadi Party (JSP) and CPN led by Netra Bikram Chand. “Nobody has come to me to talk about Socialist Front.”
Prime Minister (PM) Pushpa Kamal Dahal has been talking about reviving CPN formed after unification of Maoist Center and UML.
Gautam has also been working toward that. “I am always for unification. I have no doubts that the socialist movement would not succeed until communist parties unite. Not just UML but all including Maoist Center and Unified Socialist should, therefore, unite. These three parties should first unify and other parties should be brought along. That is my aim. I would work on that as long as I’m alive.”
UML Vice-chairman Bishnu Paudel confirmed with Setopati that Gautam’s proposal had not moved forward.
Gautam, who is currently National Assembly member having won the election on the ticket of the then CPN after losing from Bardiya in the general election of 2017 on a UML ticket, had quit UML on September 3, 2021 accusing Oli of defying constitutional supremacy and the rule of law in his resignation letter and slammed him for twice dissolving the House with utter disregard to the people's mandate.
He had also split UML in 1997 to form CPN-ML and returned back to the party four years later. He was accused of returning back to UML losing a big chunk of the party’s cadres to the Maoists who were waging an armed insurgency then.
Gautam, who was elected UML vice-chairman in the eighth and the ninth general conventions, still harbors hopes for the post of chairman.  
Many UML leaders are against him rejoining the party citing his unstable and opportunist nature, and high ambitions.
“Gautam laid groundwork for split of UML. Why bring him in UML? What can Gautam, who spent his age and energy to weaken the UML movement, do joining the party in the late stage of his life?” a UML leader fumed.
"
44,political,https://en.setopati.com/political/161253,"
Coordinator of CPN Unity National Campaign Bam Dev Gautam has met CPN-UML Chairman KP Sharma Oli even as various leftist parties are preparing to form a socialist front.
Gautam met Oli at the UML headquarters at Chyasal on Sunday.
Gautam is willing to return to UML after the party removed the age limit of 70 years for executive committees.
According to UML leaders, Gautam said that he is more excited and ready to return to UML and work after meeting Oli on Sunday.
Gautam had started the CPN Unity National Campaign on January 9, 2021, after Oli dissolved Parliament. He later formed the CPN Unity National Campaign party on June 28, 2022.
"
45,political,https://en.setopati.com/political/161247,"
The Kathmandu District Court has ordered to send all but two of 18 persons arrested over the fake Bhutanese refugees scam.
The order means Nepali Congress (NC) leader Bal Krishna Khand, CPN-UML leader Top Bahadur Rayamajhi and others will be kept in custody while the case progresses ahead.
Kathmandu District Court Judge Prem Prasad Neupane has ordered all the accused be sent to judicial custody except Tanka Gurung and Laxmi Maharjan who have been ordered to be released on bail of Rs 1 million and Rs 500,000 respectively.
Public prosecutors had demanded that the defendants be sent to judicial custody pointing that they could destroy evidence if released on bail or general date.
The District Government Attorney’s Office (DGAO), Kathmandu, has made 30 individuals defendants in the case. Eighteen of them have already been arrested while 12 others are still at large.
Those absconding are Keshav Tuladhar of Kathmandu, Ashok Pokharel of Itahari, Dhiren Rai of Morang, Deepa Humagain of Lalitpur, Indrajit Rai’s son Niraj Rai, Rajesh Aryal, Mohan Raj Rai of Panchthar, Ashish Budhathoki of Kathmandu, Binita Sawaden Limbu of Morang, Niranjan Kumar Kharel of Rautahat, Sunil Budhathoki of Jhapa, and former home minister Ram Bahadur Thapa’s son Prateek.
The DGAO had filed cases of fraud, organized crime, forgery and offense against the state against them on May 24 on the basis of the investigation report submitted by the police.
Police had produced 16 people arrested in the scam along with their investigation report. They had named 14 others as absconding defendants in the case. Laxmi Maharjan, 32, of Lalitpur was arrested after that and produced before the court while her husband Hari Bhakta appeared in court after that.
Keshav Dulal, Sanu Bhandari, Tanka Kumar Gurung, Sandesh Gurung, Sagar Rai, Tek Narayan Pandey, Top Bahadur Rayamajhi and his son Sandeep, Indrajit Rai, Bal Krishna Khand and his personal secretary Narendra KC, Ang Tawa Sherpa, Ram Sharan KC, Govinda Chaudhary, Shamsher Miya, Tek Nath Rizal, Laxmi Maharjan and Hari Bhakta Maharjan have been arrested in connection with the scam so far.
"
46,political,https://en.setopati.com/political/161243,"
Hari Krishna Karki has been appointed as the new chief justice of Nepal.
President Ram Chandra Paudel appointed Karki as chief justice on Friday afternoon, according to the president’s secretariat.
Karki will be sworn in at 5:15 PM.
Earlier, the Parliamentary Hearing Committee unanimously endorsed Karki as head of the judiciary on Friday morning.
The Constitutional Council had recommended Karki for the post of chief justice on May 8.
Karki is set to retire on August 4.
"
47,political,https://en.setopati.com/political/161242,"
Bail hearing of the defendants has concluded in the fake Bhutanese refugees case.
District government attorney Nirmala Marasini told Setopati that the bail hearing concluded after the government attorneys presented their counter-arguments on Friday.
Kathmandu District Court Judge Prem Prasad Neupane will now issue an order to send the defendants to custody or to release them on bail or general date.
Marasini said that Judge Neupane will issue an order on Friday itself.
The District Government Attorney’s Office (DGAO), Kathmandu, has made 30 individuals defendants in the case. Eighteen of them have already been arrested while 12 others are still at large.
Those absconding are Keshav Tuladhar of Kathmandu, Ashok Pokharel of Itahari, Dhiren Rai of Morang, Deepa Humagain of Lalitpur, Indrajit Rai’s son Niraj Rai, Rajesh Aryal, Mohan Raj Rai of Panchthar, Ashish Budhathoki of Kathmandu, Binita Sawaden Limbu of Morang, Niranjan Kumar Kharel of Rautahat, Sunil Budhathoki of Jhapa, and former home minister Ram Bahadur Thapa’s son Prateek.
The DGAO had filed cases of fraud, organized crime, forgery and offense against the state against them on May 24 on the basis of the investigation report submitted by the police.
"
48,political,https://en.setopati.com/political/161241,"
CPN (Unified Socialist) has decided to participate in socialist front.
The secretariat meeting of the party, formed after split in UML, has decided to participate in the socialist front to be formed by like-minded communist parties.
Talking to reporters after the meeting Unified Socialist Spokesperson and Deputy General Secretary Jagannath Khatiwada said that the front would be announced within the next few days after internal discussion in all the parties concerned.
“We have unanimously declared to participate in announcement of the socialist front to be held soon after completing internal meetings of everyone,” Khatiwada stated.
He added that the front would be announced to disseminate socialist ideology inside and outside the House, advocate for the country’s development, and put pressure to provide amenities to the general public.
CPN (Maoist Center) led by Pushpa Kamal Dahal, Unified Socialist led by Madhav Kumar Nepal, Janata Samajwadi Party (JSP), and CPN led by Netra Bikram Chand are set to participate in the front until now, according to Khatiwada.
"
49,political,https://en.setopati.com/political/161240,"
Hari Krishna Karki has been approved for the post of chief justice.
The Parliamentary Hearing Committee on Friday unanimously endorsed Karki as head of the judiciary.
The Constitutional Council had recommended Karki for the post of chief justice on May 8. But as the Parliamentary Hearing Committee had not been formed then, his hearing began only on Thursday.
Karki presented his annual work plan and qualifications during Thursday’s hearing. He claimed that he had been able to cut malpractices in the judiciary by 60 percent and pointed that malpractices had gradually come down after start of using draw of lottery to assign cases.
On Friday, the second day of the hearing, members of the Committee questioned Karki regarding the 29 complaints filed against him. In reply, Karki said that he would resign immediately if the allegations against him were proved.
The Committee endorsed Karki’s name for chief justice after the questioning.
With Karki passing the parliamentary hearing, President Ram Chandra Paudel will now appoint Karki as the new chief justice.
Karki is set to retire on August 4.
"
50,political,https://en.setopati.com/political/161237,"
Lawyers of all 18 defendants have completed their arguments in the bail hearing in the fake Bhutanese refugees case.
Lawyers of four defendants–former Nepali Congress lawmaker Ang Tawa Sherpa, Bhutanese refugee leader Tek Nath Rizal, Laxmi Maharjan, and Hari Bhakta Maharjan–presented their arguments before the bench of Kathmandu District Court Judge Prem Prasad Neupane on Thursday.
Government attorneys will make counter-arguments on Friday. Judge Neupane has instructed the government attorneys to complete their counter-arguments by 2 PM Friday.
“Complete the counter-arguments by two o’clock. Then I will issue an order,” Neupane said.
After hearing the counter-arguments, the bench will decide whether to try the defendants by keeping them in custody or to release them on bail or normal date.
The District Government Attorney’s Office (DGAO), Kathmandu, has made 30 individuals defendants in the case. Eighteen of them have already been arrested while 12 others are still at large.
The DGAO had filed cases of fraud, organized crime, forgery and offense against the state against them.
"
51,political,https://en.setopati.com/political/161236,"
Police have arrested 16 people protesting against the fake Bhutanese refugees scam in Kathmandu.
According to Superintendent of Police Sitaram Rijal at District Police Range, Kathmandu, police arrested 16 people including three women after they tried to stage a demonstration inside the prohibited zone at New Baneshwar on Thursday.
Founding Chairperson of Human Rights and Peace Society Nepal Krishna Pahadi and others took part in the demonstration.
The demonstrators demanded that those involved in the fake Bhutanese refugees scam not be let off and that properties of top leaders be investigated, among others.
Here are some pictures.














"
52,political,https://en.setopati.com/political/161235,"
The Parliamentary Hearing Committee of the House will question Hari Krishna Karki, who has been recommended for the post of chief justice by the Constitutional Council, only on Friday.
Karki, who is currently serving as acting chief justice, has presented his plans and his qualification and achievements until now during the haring that started Thursday. He has claimed that he has been able to cut malpractices in the judiciary by 60 percent and pointed that malpractices have gradually come down after start of using draw of lottery to assign cases.
Presenting a 20-page plan, Karki has said that he would control middlemen in the judiciary taking effective steps. He has added that those identified as brokers would be closely monitored and recommend the authorities concerned to take action against them.
He has stressed that people who are not related to any cases would be denied entry in the courts and their access to judicial officials curbed to control activities of middlemen. 
The hearing will resume Friday morning and the 15 lawmakers in the committee will question Karki including about the complaints lodged against him.
The House of Representatives had invited complaints against Karki on May 30.
A total of 29 complaints have been received against Kark.
The Parliamentary Hearing Committee had invited complaints against Karki on May 30.
Most of the complainants have claimed that Karki is unqualified for the judiciary’s top post. The Hearing Committee handed out the complaints to lawmakers in the committee on Monday.
Setopati has obtained some complaints against Karki. Most of the complainants are advocates. The complainants have alleged that Karki is close to the main opposition party CPN-UML and that he cannot impart fair justice. Some have also accused him of working as a middleman and giving flawed verdicts.
One complainant has said that Karki’s own partner had been appointed to the post of justice when Agni Kharel, Karki’s partner at the Advance Law Firm at Putali Sadak, was law minister. The complainant has accused Karki of prejudice and bias and said that he is unfit to become chief justice.
Another complainant has demanded scrapping the recommendation for Karki’s appointment as chief justice, arguing that the recommendation was made in the absence of functions, duties and act related to the Constitutional Council and that a case against it is under consideration at the Supreme Court.
Pointing that Karki is retiring on August 4 due to the age limit of 65 years, the complainant has claimed that it would be a misuse of state resources as he would have to be given lifelong retirement benefits.
One complainant has accused Karki of acting as a middleman for privatization of Laboratory Secondary School in Kathmandu. He has said that Karki has failed to impart fair justice and does not have the minimum qualities and qualifications required to become the chief of the judiciary.
Another complaint has stated that Karki was on the bench hearing the case when then prime minister KP Sharma Oli dissolved Parliament and had left the bench only on the third day. The complainant has also accused Karki of repeatedly deferring hearings on a writ petition filed against the appointment of 53 office-bearers to constitutional bodies through an ordinance during Oli’s tenure.
The advocates have pointed at the absence of laws for Karki’s appointment and also raised questions about his political involvement.
One advocate has claimed in his complaint that an individual who has acted as an accomplice to keep the judiciary under partisan political control would be unfit for the post of chief justice.
District judge Shree Krishna Bhattarai has also lodged a complaint against Karki. In his 26-page complaint, Bhattarai has asked for an opportunity to cross-examine Karki in the Hearing Committee and also demanded that it be broadcast live in the media.
Bhattarai has claimed that Karki was recommended for chief justice when there was no hearing committee, no Parliament regulations and no act related to the Constitutional Council. He has accused Karki of being a place-hunter and said that his appointment would result in financial burden on the state.
A complainant from Chitwan, in a complaint sent by email, has said that it is necessary to stop Karki from becoming chief justice as he had prevented former chief justice Cholendra Shumsher Rana from attending the court even after the Parliament’s general secretary sent a letter about Rana’s acquittal of impeachment.
Karki will be the chief justice until August 4 if he passes the parliamentary hearing.
 
 
"
53,political,https://en.setopati.com/political/161234,"
The government has appointed Baikuntha Aryal as the chief secretary.
A Cabinet meeting held at the Singha Durbar on Thursday morning took the decision to appoint Aryal to the country’s top bureaucratic post.
Aryal was set to retire on June 17 after his five-year tenure as secretary. He is currently secretary at the Prime Minister’s Office.
Aryal had earlier served in the Ministry of Communication and Information Technology; Ministry of Industry, Commerce and Supplies; and the National Planning Commission.
He had also served in the Budget and Program Division of the Ministry of Finance for a long time when he was joint secretary.
Aryal was head of the committee that conducted a study of government bodies to be scrapped during the budget-making process.
Aryal had joined the civil service as section officer in 1992.
Meanwhile, the government has appointed incumbent Chief Secretary Shanker Das Bairagi as National Security Council advisor.
Foreign Minister NP Saud told Setopati that Thursday’s Cabinet meeting decided to appoint Bairagi to the post.
It has been said that the government has appointed him to the post with perks and facilities on a par with ministers.
Prime Minister Pushpa Kamal Dahal administered the oath of office and secrecy to Bairagi.
"
54,political,https://en.setopati.com/political/161233,"
Lawyers of former home minister Bal Krishna Khand and Nepal Hajj Committee President Shamsher Miya have completed their arguments in the fake Bhutanese refugees case.
Khand’s lawyers began presenting their arguments before the bench of Kathmandu District Court Judge Prem Prasad Neupane on Tuesday and completed it on Wednesday afternoon.
Nepal Bar Association President Gopal Krishna Ghimire, former attorney general Khamma Bahadur Khati and others argued on behalf on Khand. Miya’s lawyers made their arguments after that.
Lawyers representing former lawmaker Ang Tawa Sherpa also began their arguments on Wednesday, while lawyers of Bhutanese refugee leader Tek Nath Rizal, Laxmi Maharjan and Hari Bhakta Maharjan are preparing to present their arguments on Thursday.
The District Government Attorney’s Office (DGAO), Kathmandu, has made 30 individuals defendants in the case. Eighteen of them have already been arrested while the rest are still at large.
The DGAO had filed cases of fraud, organized crime, forgery and offense against the state against them.
"
55,political,https://en.setopati.com/political/161231,"
The National Concern and Coordination Committee has directed the government to reconsider its decision to scrap district election offices.
A meeting of the Committee held on Wednesday directed the government to reconsider the decision to scrap district election offices in the budget for the fiscal year 2023-24.
The government, in the budget for the upcoming fiscal year, has proposed doing away with district election offices and setting up an election unit in each District Administration Office.
After the meeting, Committee chair Dil Kumari Thapa Parvati directed the government to reconsider the proposal by consulting with the Election Commission.
Thapa said that it is also the government’s responsibility to provide necessary staff and other assistance so that the Election Commission can carry out its work as per the Constitution.
She has instructed the government to provide necessary assistance to the Election Commission for conducting periodic elections in a free and fair manner.
"
56,political,https://en.setopati.com/political/161230,"
Morang Chief of Nepal Students’ Union (NSU) Saroj Pokharel, who smeared soot on the face of Purbanchal University Service Commission Chairman Mahesh Dahal, has been arrested.
Sunsari Police arrested the student leader affiliated to Nepali Congress (NC) from Duhabi Monday noon, according to DSP Raj Kumar Rai.
Pokharel and fellow NSU cadres smeared soot on Dahal’s face at the latter’s residence in Tarahara, Sunsari on Monday accusing Dahal of anarchy in the university.
Dahal had lodged police complaint after the attack.
The mother party NC has yet to speak about misbehavior by NC cadres. Deans of different institutions and teachers of the university had condemned the incident issuing a statement.
"
57,political,https://en.setopati.com/political/161229,"
President Ram Chandra Paudel has been discharged from hospital.
According to the Shahid Gangalal National Heart Center at Bansbari, Kathmandu, President Paudel was discharged at 8 AM Wednesday.
Issuing a statement on Wednesday, the hospital’s executive director Dr Chandra Mani Adhikari informed that President Paudel was discharged following treatment and observation for 24 hours.
The hospital has said that his condition is normal.
President Paudel was taken to the hospital for a cardiac checkup at around 11 Tuesday morning. He later underwent an angiogram test.
Paudel was taken to New Delhi on a Shree Airlines flight on April 19 for treatment at the All India Institute of Medical Sciences (AIIMS). He returned home on April 30.
"
58,political,https://en.setopati.com/political/161227,"
President Ram Chandra Paudel has undergone an angiogram test at the Shahid Gangalal National Heart Center at Bansbari.
President Paudel’s personal secretary Chiranjeevi Adhikari said that the president underwent an angiogram test on Tuesday. According to Adhikari, the president had been preparing to undergo a medical check-up about two months ago but he went to India for treatment during that time.
“An angiogram test was done to check the heart’s condition. Doctors have said that his condition is normal,” Adhikari said.
Issuing a statement on Tuesday, the hospital has said that it is preparing to discharge President Paudel by Wednesday after keeping him under observation for 24 hours as per the doctors’ advice.
President Paudel was taken to the hospital for a cardiac checkup at around 11 Tuesday morning, according to a source at the President’s Office.
Paudel was taken to New Delhi on a Shree Airlines flight on April 19 for treatment at the All India Institute of Medical Sciences (AIIMS). He returned home on April 30.
"
59,political,https://en.setopati.com/political/161226,"
The Supreme Court has issued show cause notice in the writ petition filed against Prime Minister and CPN (Maoist Center) Chairman Pushpa Kamal Dahal and Nepal Samajwadi Party Chairman Baburam Bhattarai accusing them of using child soldiers during the Maoist insurgency.
A single bench of Justice Sapana Pradhan Malla hearing the petition issued the show cause notice and also ordered the court to prioritize the case, according to the SC website.
Lenin Bista, Krishna Prasad Dangal and others—who were disqualified by the United Nations during the verification process for Maoist combatants—filed the writ application in the SC alleging that they had been used as child soldiers.
Bista is the chairman of Discharged People’s Liberation Army Nepal while Dangal is its founder.
The SC administration initially refused to register the petition on May 30. But a bench of Justice Ananda Mohan Bhattarai on Friday issued an order to the court administration to register the petition. The petition was registered on Sunday accordingly.
The writ petition has made PM Dahal, former PM Bhattarai, Ministry of Home Affairs, Ministry of Defense, Ministry of Women, Children and Senior Citizens, National Human Rights Commission and others the defendants.
The petitioners have stated that they have not received justice even after more than 16 years of the signing of the Comprehensive Peace Agreement. They have demanded that they be identified as child soldiers and provided compensation.
"
60,political,https://en.setopati.com/political/161225,"
The Supreme Court did not hear the petition against authentication of the Citizenship Bill by President Ram Chandra Paudel on Tuesday due to lack of time.
The petition had been assigned to the bench of justices Kumar Regmi and Hari Prasad Phuyal. The bench had called both sides to make their arguments on Tuesday afternoon, but the hearing did not take place as the bench still had two other cases to hear.
The petitioners—senior advocate Bal Krishna Neupane and Surendra Bhandari—had sought a whole day’s time for making arguments.
“We had asked for a whole day’s time. We sought time for another day after it was said that there were still two cases left to hear,” Neupane told Setopati.
Earlier, a joint bench of justices Prakash Man Singh Raut and Sushma Lata Mathema had on Friday sought a copy of the Citizenship Bill authenticated by President Paudel from the Sheetal Niwas.
It had also sought a copy of the decision made by the Office of the Prime Minister and Council of Ministers on May 26 to request the president to authenticate the bill.
 
"
61,political,https://en.setopati.com/political/161224,"
Leaders of the ruling coalition have met at the prime minister’s residence at Baluwatar to discuss various issues related to the budget brought by the government.
Prime Minister Pushpa Kamal Dahal had called the coalition partners for a discussion on Tuesday morning amid rising discontent over the budget within the ruling coalition itself.
“There was discussion on how to incorporate everybody’s sentiments in the budget. Whatever issues have been raised, the prime minister is positive about solving them,” Janata Samajwadi Party leader Rajendra Shrestha, who attended the meeting, told Setopati. “It was also agreed that there should not be any rift in the coalition over issues that could not be included in the budget.”
CPN (Unified Socialist) has been especially vocal in its dissatisfaction over the budget. Unified Socialist Chairman Madhav Kumar Nepal has been saying that the budget would lead the government to disaster while party vice-chairman Rajendra Pandey has been adamant that the budget cannot be passed in its present state.
“There are many places in the budget where adjustments can be made. The amount allocated for contingencies can also be put to use. Many projects without guaranteed sources are included in the budget. The prime minister has said that he will make changes,” Shrestha said. “The coalition is united on moving ahead by looking for solutions to the grievances and forging an understanding.”
The prime minister’s secretariat has also said that the ruling coalition parties have agreed to move ahead by forging consensus on the government’s policies and programs and budget.
"
62,political,https://en.setopati.com/political/161223,"
President Ram Chandra Paudel has been hospitalized at the Shahid Gangalal National Heart Center on Tuesday.
President Paudel was taken to the hospital at Bansbari at around 11 Tuesday morning, according to a source at the President’s Office, for cardiac checkup. “He is currently at the hospital. He has been taken for checkup including that for heart,” the source added.
The hospital and the President’s Office have yet to formally inform about his hospitalization.
Paudel was taken to New Delhi on a Shree Airlines flight on April 19 for treatment at the All India Institute of Medical Sciences (AIIMS). He had returned back on April 30.
"
63,political,https://en.setopati.com/political/161336,"
The proposal of Bam Dev Gautam, who has formed CPN (Unity National Campaign), to rejoin CPN-UML has got stuck.
Gautam, who seems enthusiastic after the main opposition party removed the age limit of 70 years for executive committees, had reached UML office Chyasal and met Chairman KP Sharma Oli on June 18 and expressed his wish to rejoin the party.
Gautam, who has claimed that he can help UML expand its party membership to six million, had also briefed Oli about his preliminary concept of achieving socialism with Nepali characteristics during the meeting.
But UML seems lukewarm to his proposal. “I had gone with the proposal of unification. I had cordial and open talks with Oli. He had said that we should unite, and invited me,” Gautam told Setopati. “But they have not got back to me now. They have not even called me.”
He stated that he had told Oli that he would return with party cadres and asked what role he would be given. “But he did not give solid answers. He only said I should join the party. He said that he alone could not give responsibilities and party committees should take decision. We have not had additional discussion after that.”
There were also talks about him joining the Socialist Front announced by CPN (Maoist Center), CPN (Unified Socialist), Janata Samajwadi Party (JSP) and CPN led by Netra Bikram Chand. “Nobody has come to me to talk about Socialist Front.”
Prime Minister (PM) Pushpa Kamal Dahal has been talking about reviving CPN formed after unification of Maoist Center and UML.
Gautam has also been working toward that. “I am always for unification. I have no doubts that the socialist movement would not succeed until communist parties unite. Not just UML but all including Maoist Center and Unified Socialist should, therefore, unite. These three parties should first unify and other parties should be brought along. That is my aim. I would work on that as long as I’m alive.”
UML Vice-chairman Bishnu Paudel confirmed with Setopati that Gautam’s proposal had not moved forward.
Gautam, who is currently National Assembly member having won the election on the ticket of the then CPN after losing from Bardiya in the general election of 2017 on a UML ticket, had quit UML on September 3, 2021 accusing Oli of defying constitutional supremacy and the rule of law in his resignation letter and slammed him for twice dissolving the House with utter disregard to the people's mandate.
He had also split UML in 1997 to form CPN-ML and returned back to the party four years later. He was accused of returning back to UML losing a big chunk of the party’s cadres to the Maoists who were waging an armed insurgency then.
Gautam, who was elected UML vice-chairman in the eighth and the ninth general conventions, still harbors hopes for the post of chairman.  
Many UML leaders are against him rejoining the party citing his unstable and opportunist nature, and high ambitions.
“Gautam laid groundwork for split of UML. Why bring him in UML? What can Gautam, who spent his age and energy to weaken the UML movement, do joining the party in the late stage of his life?” a UML leader fumed.
"
64,political,https://en.setopati.com/political/161336,"
The proposal of Bam Dev Gautam, who has formed CPN (Unity National Campaign), to rejoin CPN-UML has got stuck.
Gautam, who seems enthusiastic after the main opposition party removed the age limit of 70 years for executive committees, had reached UML office Chyasal and met Chairman KP Sharma Oli on June 18 and expressed his wish to rejoin the party.
Gautam, who has claimed that he can help UML expand its party membership to six million, had also briefed Oli about his preliminary concept of achieving socialism with Nepali characteristics during the meeting.
But UML seems lukewarm to his proposal. “I had gone with the proposal of unification. I had cordial and open talks with Oli. He had said that we should unite, and invited me,” Gautam told Setopati. “But they have not got back to me now. They have not even called me.”
He stated that he had told Oli that he would return with party cadres and asked what role he would be given. “But he did not give solid answers. He only said I should join the party. He said that he alone could not give responsibilities and party committees should take decision. We have not had additional discussion after that.”
There were also talks about him joining the Socialist Front announced by CPN (Maoist Center), CPN (Unified Socialist), Janata Samajwadi Party (JSP) and CPN led by Netra Bikram Chand. “Nobody has come to me to talk about Socialist Front.”
Prime Minister (PM) Pushpa Kamal Dahal has been talking about reviving CPN formed after unification of Maoist Center and UML.
Gautam has also been working toward that. “I am always for unification. I have no doubts that the socialist movement would not succeed until communist parties unite. Not just UML but all including Maoist Center and Unified Socialist should, therefore, unite. These three parties should first unify and other parties should be brought along. That is my aim. I would work on that as long as I’m alive.”
UML Vice-chairman Bishnu Paudel confirmed with Setopati that Gautam’s proposal had not moved forward.
Gautam, who is currently National Assembly member having won the election on the ticket of the then CPN after losing from Bardiya in the general election of 2017 on a UML ticket, had quit UML on September 3, 2021 accusing Oli of defying constitutional supremacy and the rule of law in his resignation letter and slammed him for twice dissolving the House with utter disregard to the people's mandate.
He had also split UML in 1997 to form CPN-ML and returned back to the party four years later. He was accused of returning back to UML losing a big chunk of the party’s cadres to the Maoists who were waging an armed insurgency then.
Gautam, who was elected UML vice-chairman in the eighth and the ninth general conventions, still harbors hopes for the post of chairman.  
Many UML leaders are against him rejoining the party citing his unstable and opportunist nature, and high ambitions.
“Gautam laid groundwork for split of UML. Why bring him in UML? What can Gautam, who spent his age and energy to weaken the UML movement, do joining the party in the late stage of his life?” a UML leader fumed.
"
65,political,https://en.setopati.com/political/161222,"
Nepali Congress (NC) General Secretary Gagan Thapa has urged President Sher Bahadur Deuba to hand over party leadership to the next generation.
Thapa, who has been relentlessly putting pressure on Deuba pointing that the grand old party cannot move forward with the current leadership, has also asked PM Deuba to not show greed for the post of prime minister (PM).
“President should now hand over leadership to the next generation,” Thapa has said talking to media persons at the Biratnagar Airport on Tuesday. “President should not even claim for the post of PM as the government will next be led by NC with this very coalition.”
He has stressed that anybody apart from Deuba would do as PM. “He has become PM five times. He should not again aspire for PM. Anybody else can become PM.”
He has reiterated that Deuba should look to new persons for both the post of PM and party president. “I am not saying this with animosity. This is for the benefit of party. Nepali Congress is looking for new leadership. I have been trying to implement that and will continue to do so. I am working for change, and will take risk. We should not worry about result. My duty today is to change party and government leadership.”
He has also urged cadres to not doubt about his relation with NC leader Shekhar Koirala. “Our relation since the 14th General Convention is still strong and will continue till the 15th General Convention,” he has responded when asked about rumors that Koirala has already joined the Deuba camp.
"
66,political,https://en.setopati.com/political/161221,"
The Supreme Court will conduct a hearing on Tuesday in the writ petition filed against Prime Minister and CPN (Maoist Center) Chairman Pushpa Kamal Dahal and Nepal Samajwadi Party Chairman Baburam Bhattarai accusing them of using child soldiers during the Maoist insurgency.
Lenin Bista, Krishna Prasad Dangal and others—who were disqualified by the United Nations during the verification process for Maoist combatants—have filed the writ application in the SC alleging that they had been used as child soldiers.
Bista is the chairman of Discharged People’s Liberation Army Nepal while Dangal is its founder.
The SC administration initially refused to register the petition on May 30. But a bench of Justice Ananda Mohan Bhattarai on Friday issued an order to the court administration to register the petition. The petition was registered on Sunday accordingly.
The writ petition has made PM Dahal, former PM Bhattarai, Ministry of Home Affairs, Ministry of Defense, Ministry of Women, Children and Senior Citizens, National Human Rights Commission and others the defendants.
The petitioners have stated that they have not received justice even after more than 16 years of the signing of the Comprehensive Peace Agreement. They have demanded that they be identified as child soldiers and provided compensation.
"
